,min_defense,stl_defense,blk_defense,dreb_defense,def_rim_fgm_defense,def_rim_fga_defense,def_rim_fg_pct_defense,player_id,player_name,team_id,team_abbreviation,gp,min_painttouch,touches_painttouch,paint_touches_painttouch,paint_touch_fgm_painttouch,paint_touch_fga_painttouch,paint_touch_fg_pct_painttouch,paint_touch_ftm_painttouch,paint_touch_fta_painttouch,paint_touch_ft_pct_painttouch,paint_touch_pts_painttouch,paint_touch_pts_pct_painttouch,paint_touch_passes_painttouch,paint_touch_passes_pct_painttouch,paint_touch_ast_painttouch,paint_touch_ast_pct_painttouch,paint_touch_tov_painttouch,paint_touch_tov_pct_painttouch,paint_touch_fouls_painttouch,paint_touch_fouls_pct_painttouch,poss_offscreen,time_offscreen,points_offscreen,fga_offscreen,fgm_offscreen,fgm_offscreen,ppp_offscreen,worseppp_offscreen,betterppp_offscreen,possg_offscreen,ppg_offscreen,fgag_offscreen,fgmg_offscreen,fgmg_offscreen,fgmg_offscreen,fgmg_offscreen,fgm_offscreen,fgm_offscreen,fg_offscreen,afg_offscreen,ft_offscreen,to_offscreen,sf_offscreen,plusone_offscreen,score_offscreen,min_pullup,pull_up_fgm_pullup,pull_up_fga_pullup,pull_up_fg_pct_pullup,pull_up_fg3m_pullup,pull_up_fg3a_pullup,pull_up_fg3_pct_pullup,pull_up_pts_pullup,pull_up_efg_pct_pullup,poss_handoff,time_handoff,points_handoff,fga_handoff,fgm_handoff,fgm_handoff,ppp_handoff,worseppp_handoff,betterppp_handoff,possg_handoff,ppg_handoff,fgag_handoff,fgmg_handoff,fgmg_handoff,fgmg_handoff,fgmg_handoff,fgm_handoff,fgm_handoff,fg_handoff,afg_handoff,ft_handoff,to_handoff,sf_handoff,plusone_handoff,score_handoff,points_transition,fga_transition,fgm_transition,fgm_transition,ppp_transition,worseppp_transition,betterppp_transition,poss_transition,time_transition,possg_transition,ppg_transition,fgag_transition,fgmg_transition,fgmg_transition,fgmg_transition,fgmg_transition,fgm_transition,fgm_transition,fg_transition,afg_transition,ft_transition,to_transition,sf_transition,plusone_transition,score_transition,min_passing,passes_made_passing,passes_received_passing,ast_passing,ft_ast_passing,secondary_ast_passing,potential_ast_passing,ast_points_created_passing,ast_adj_passing,ast_to_pass_pct_passing,ast_to_pass_pct_adj_passing,min_speed,min1_speed,dist_feet_speed,dist_miles_speed,dist_miles_off_speed,dist_miles_def_speed,avg_speed_speed,avg_speed_off_speed,avg_speed_def_speed,poss_isolation,time_isolation,points_isolation,fga_isolation,fgm_isolation,fgm_isolation,ppp_isolation,worseppp_isolation,betterppp_isolation,possg_isolation,ppg_isolation,fgag_isolation,fgmg_isolation,fgmg_isolation,fgmg_isolation,fgmg_isolation,fgm_isolation,fgm_isolation,fg_isolation,afg_isolation,ft_isolation,to_isolation,sf_isolation,plusone_isolation,score_isolation,poss_pnr,time_pnr,points_pnr,fga_pnr,fgm_pnr,fgm_pnr,ppp_pnr,worseppp_pnr,betterppp_pnr,possg_pnr,ppg_pnr,fgag_pnr,fgmg_pnr,fgmg_pnr,fgmg_pnr,fgmg_pnr,fgm_pnr,fgm_pnr,fg_pnr,afg_pnr,ft_pnr,to_pnr,sf_pnr,plusone_pnr,score_pnr,points_misc,fga_misc,fgm_misc,fgm_misc,ppp_misc,worseppp_misc,betterppp_misc,poss_misc,time_misc,possg_misc,ppg_misc,fgag_misc,fgmg_misc,fgmg_misc,fgmg_misc,fgmg_misc,fgm_misc,fgm_misc,fg_misc,afg_misc,ft_misc,to_misc,sf_misc,plusone_misc,score_misc,min_possessions,points_possessions,touches_possessions,front_ct_touches_possessions,time_of_poss_possessions,avg_sec_per_touch_possessions,avg_drib_per_touch_possessions,pts_per_touch_possessions,elbow_touches_possessions,post_touches_possessions,paint_touches_possessions,pts_per_elbow_touch_possessions,pts_per_post_touch_possessions,pts_per_paint_touch_possessions,min_rebounding,oreb_rebounding,oreb_contest_rebounding,oreb_uncontest_rebounding,oreb_contest_pct_rebounding,oreb_chances_rebounding,oreb_chance_pct_rebounding,oreb_chance_defer_rebounding,oreb_chance_pct_adj_rebounding,avg_oreb_dist_rebounding,dreb_rebounding,dreb_contest_rebounding,dreb_uncontest_rebounding,dreb_contest_pct_rebounding,dreb_chances_rebounding,dreb_chance_pct_rebounding,dreb_chance_defer_rebounding,dreb_chance_pct_adj_rebounding,avg_dreb_dist_rebounding,reb_rebounding,reb_contest_rebounding,reb_uncontest_rebounding,reb_contest_pct_rebounding,reb_chances_rebounding,reb_chance_pct_rebounding,reb_chance_defer_rebounding,reb_chance_pct_adj_rebounding,avg_reb_dist_rebounding,fgm_putback,fgm_putback,ppp_putback,worseppp_putback,betterppp_putback,poss_putback,time_putback,points_putback,fga_putback,possg_putback,ppg_putback,fgag_putback,fgmg_putback,fgmg_putback,fgmg_putback,fgmg_putback,fgm_putback,fgm_putback,fg_putback,afg_putback,ft_putback,to_putback,sf_putback,plusone_putback,score_putback,poss_rollman,time_rollman,points_rollman,fga_rollman,fgm_rollman,fgm_rollman,ppp_rollman,worseppp_rollman,betterppp_rollman,possg_rollman,ppg_rollman,fgag_rollman,fgmg_rollman,fgmg_rollman,fgmg_rollman,fgmg_rollman,fgm_rollman,fgm_rollman,fg_rollman,afg_rollman,ft_rollman,to_rollman,sf_rollman,plusone_rollman,score_rollman,min_posttouch,touches_posttouch,post_touches_posttouch,post_touch_fgm_posttouch,post_touch_fga_posttouch,post_touch_fg_pct_posttouch,post_touch_ftm_posttouch,post_touch_fta_posttouch,post_touch_ft_pct_posttouch,post_touch_pts_posttouch,post_touch_pts_pct_posttouch,post_touch_passes_posttouch,post_touch_passes_pct_posttouch,post_touch_ast_posttouch,post_touch_ast_pct_posttouch,post_touch_tov_posttouch,post_touch_tov_pct_posttouch,post_touch_fouls_posttouch,post_touch_fouls_pct_posttouch,min_drives,drives_drives,drive_fgm_drives,drive_fga_drives,drive_fg_pct_drives,drive_ftm_drives,drive_fta_drives,drive_ft_pct_drives,drive_pts_drives,drive_pts_pct_drives,drive_passes_drives,drive_passes_pct_drives,drive_ast_drives,drive_ast_pct_drives,drive_tov_drives,drive_tov_pct_drives,drive_pf_drives,drive_pf_pct_drives,poss_spotup,time_spotup,points_spotup,fga_spotup,fgm_spotup,fgm_spotup,ppp_spotup,worseppp_spotup,betterppp_spotup,possg_spotup,ppg_spotup,fgag_spotup,fgmg_spotup,fgmg_spotup,fgmg_spotup,fgmg_spotup,fgm_spotup,fgm_spotup,fg_spotup,afg_spotup,ft_spotup,to_spotup,sf_spotup,plusone_spotup,score_spotup,poss_postup,time_postup,points_postup,fga_postup,fgm_postup,fgm_postup,ppp_postup,worseppp_postup,betterppp_postup,possg_postup,ppg_postup,fgag_postup,fgmg_postup,fgmg_postup,fgmg_postup,fgmg_postup,fgm_postup,fgm_postup,fg_postup,afg_postup,ft_postup,to_postup,sf_postup,plusone_postup,score_postup,min_efficiency,points_efficiency,drive_pts_efficiency,drive_fg_pct_efficiency,catch_shoot_pts_efficiency,catch_shoot_fg_pct_efficiency,pull_up_pts_efficiency,pull_up_fg_pct_efficiency,paint_touch_pts_efficiency,paint_touch_fg_pct_efficiency,post_touch_pts_efficiency,post_touch_fg_pct_efficiency,elbow_touch_pts_efficiency,elbow_touch_fg_pct_efficiency,eff_fg_pct_efficiency,min_elbowtouch,touches_elbowtouch,elbow_touches_elbowtouch,elbow_touch_fgm_elbowtouch,elbow_touch_fga_elbowtouch,elbow_touch_fg_pct_elbowtouch,elbow_touch_ftm_elbowtouch,elbow_touch_fta_elbowtouch,elbow_touch_ft_pct_elbowtouch,elbow_touch_pts_elbowtouch,elbow_touch_pts_pct_elbowtouch,elbow_touch_passes_elbowtouch,elbow_touch_passes_pct_elbowtouch,elbow_touch_ast_elbowtouch,elbow_touch_ast_pct_elbowtouch,elbow_touch_tov_elbowtouch,elbow_touch_tov_pct_elbowtouch,elbow_touch_fouls_elbowtouch,elbow_touch_fouls_pct_elbowtouch
0,15.9,0.2,0.2,1.5,0.4,0.9,0.407,201166.0,Aaron Brooks,1610612741.0,CHI,30.0,15.9,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38609999418258667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,15.9,1.1,3.0,0.36,0.4,1.4,0.302,2.6,0.433,18.0,6.949810028076172,21.0,15.0,9.0,6.0,1.1666699647903442,150.0,22.0,0.6,0.7,0.5,0.3,0.2,0.3,0.2,9.0,6.0,60.0,70.0,0.0,16.666666666666668,0.0,0.0,50.0,36.0,26.0,12.0,14.0,1.2000000476837158,231.0,103.0,30.0,11.583000183105469,1.0,1.2,0.8666666666666667,0.4,0.4666666666666667,0.4,0.4666666666666667,12.0,14.0,46.15384615384615,61.53846153846154,6.666666666666667,6.666666666666667,6.666666666666667,0.0,46.666666666666664,15.9,24.2,30.0,2.5,0.3,0.7,4.4,6.1,3.4,0.102,0.142,15.95,15.95,5753.4,1.09,0.58,0.51,4.1,4.37,3.81,22.0,8.494210243225098,18.0,17.0,6.0,11.0,0.8181819915771484,105.0,101.0,0.7333333333333333,0.6,0.5666666666666667,0.2,0.36666666666666664,0.2,0.36666666666666664,6.0,11.0,35.294117647058826,35.294117647058826,18.181818181818183,9.090909090909092,18.181818181818183,4.545454545454546,40.90909090909091,134.0,51.73749923706055,114.0,114.0,48.0,66.0,0.8507459759712219,154.0,71.0,4.466666666666667,3.8,3.8,1.6,2.1999999999999997,1.6,2.1999999999999997,48.0,66.0,42.10526315789474,46.05263157894737,4.477611940298507,11.940298507462687,4.477611940298507,1.492537313432836,38.80597014925373,5.0,4.0,1.0,3.0,0.3846150040626526,90.0,202.0,13.0,5.019309997558594,0.43333333333333335,0.16666666666666666,0.13333333333333333,0.03333333333333333,0.1,0.03333333333333333,0.1,1.0,3.0,25.0,25.0,23.076923076923077,46.15384615384615,0.0,0.0,30.76923076923077,15.9,8.2,33.9,30.7,2.8,4.95,5.08,0.242,0.1,0.2,0.0,0.667,0.0,0.0,15.9,0.4,0.2,0.2,0.538,1.1,0.406,0.2,0.52,13.8,1.5,0.1,1.4,0.068,2.7,0.55,0.7,0.759,9.9,1.9,0.3,1.6,0.175,3.7,0.509,1.0,0.687,10.8,0.0,2.0,0.0,0.0,0.0,3.0,1.1583000421524048,0.0,2.0,0.1,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,2.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,33.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.714,0.0,0.143,0.0,0.0,0.0,0.0,15.9,4.6,1.2,2.6,0.481,0.6,0.7,0.905,3.1,0.669,1.2,0.259,0.2,0.036,0.5,0.101,0.5,0.108,37.0,14.285699844360352,52.0,35.0,16.0,19.0,1.4054100513458252,346.0,3.0,1.2333333333333334,1.7333333333333334,1.1666666666666667,0.5333333333333333,0.6333333333333334,0.5333333333333333,0.6333333333333334,16.0,19.0,45.714285714285715,67.14285714285714,5.405405405405405,0.0,5.405405405405405,0.0,48.648648648648646,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,8.2,3.1,0.481,2.1,0.477,2.6,0.36,0.0,0.0,0.0,0.0,0.1,0.0,0.512,15.9,33.9,0.1,0.0,0.0,0.0,0.1,0.1,1.0,0.1,0.667,0.1,0.667,0.0,0.0,0.0,0.0,0.0,0.333
1,19.5,0.6,0.7,3.3,1.1,2.2,0.471,203932.0,Aaron Gordon,1610612753.0,ORL,38.0,19.5,29.0,1.4,0.5,0.8,0.613,0.1,0.3,0.417,1.1,0.827,0.2,0.173,0.1,0.038,0.1,0.058,0.2,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,0.3,1.0,0.324,0.0,0.1,0.0,0.6,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,20.8,15.4,1.2,0.0,0.2,2.0,2.6,1.4,0.058,0.07,19.53,19.53,7776.92,1.47,0.81,0.66,4.51,4.92,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,7.4,29.0,18.0,0.8,1.64,1.1,0.255,0.8,1.7,1.4,0.323,0.712,0.827,19.5,1.8,1.4,0.4,0.791,3.3,0.536,0.2,0.578,5.0,3.3,0.7,2.5,0.226,5.3,0.611,1.1,0.765,4.8,5.0,2.1,2.9,0.424,8.6,0.582,1.3,0.687,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,29.0,1.7,0.6,1.1,0.537,0.1,0.2,0.375,1.2,0.712,0.4,0.212,0.1,0.03,0.1,0.061,0.2,0.106,19.5,1.3,0.3,0.6,0.417,0.5,0.7,0.769,1.1,0.8,0.2,0.14,0.1,0.06,0.1,0.1,0.4,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,7.4,1.1,0.417,1.7,0.393,0.6,0.324,1.1,0.613,1.2,0.537,0.3,0.286,0.53,19.5,29.0,0.8,0.1,0.2,0.286,0.2,0.2,0.667,0.3,0.323,0.5,0.613,0.0,0.032,0.0,0.032,0.1,0.161
2,4.4,0.1,0.0,0.5,0.0,0.1,0.0,1626151.0,Aaron Harrison,1610612766.0,CHA,8.0,4.4,3.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,2.0,1.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,4.44,4.44,1689.5,0.32,0.15,0.17,4.35,4.17,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,0.9,3.4,2.8,0.1,1.76,1.41,0.259,0.0,0.0,0.1,0.0,0.0,0.0,4.4,0.4,0.1,0.3,0.333,0.8,0.5,0.0,0.5,7.8,0.5,0.0,0.5,0.0,1.3,0.4,0.5,0.667,6.4,0.9,0.1,0.8,0.143,2.0,0.438,0.5,0.583,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.3,0.0,0.0,0.0,0.1,0.3,0.5,0.1,0.5,0.1,0.5,0.0,0.0,0.0,0.0,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,0.9,0.1,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,4.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9.5,0.3,0.3,1.7,1.4,2.1,0.641,203940.0,Adreian Payne,1610612750.0,MIN,30.0,9.5,19.0,0.8,0.2,0.5,0.429,0.0,0.1,0.5,0.4,0.52,0.2,0.28,0.0,0.0,0.0,0.04,0.1,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,0.2,0.5,0.333,0.0,0.0,1.0,0.4,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,14.7,9.1,0.5,0.0,0.1,1.0,1.1,0.6,0.032,0.041,9.52,9.52,3600.97,0.68,0.38,0.31,4.3,4.6,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,2.7,19.0,8.2,0.5,1.47,0.51,0.144,1.3,0.9,0.8,0.179,0.5,0.52,9.5,0.3,0.3,0.1,0.8,1.1,0.294,0.3,0.385,4.5,1.7,0.6,1.1,0.373,2.8,0.607,0.5,0.729,4.0,2.0,0.9,1.1,0.443,3.9,0.517,0.7,0.635,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,19.0,0.9,0.2,0.5,0.4,0.0,0.1,0.5,0.4,0.5,0.2,0.192,0.0,0.0,0.1,0.077,0.1,0.077,9.5,0.4,0.1,0.2,0.333,0.1,0.2,0.667,0.3,0.615,0.1,0.154,0.0,0.077,0.1,0.154,0.1,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,2.7,0.3,0.333,1.1,0.406,0.4,0.333,0.4,0.429,0.4,0.4,0.2,0.6,0.457,9.5,19.0,1.3,0.1,0.2,0.6,0.0,0.1,0.5,0.2,0.179,0.9,0.692,0.2,0.154,0.1,0.077,0.1,0.051
4,31.2,0.8,1.5,4.9,3.7,7.5,0.492,201143.0,Al Horford,1610612737.0,ATL,42.0,31.2,61.4,4.4,1.5,2.2,0.685,0.4,0.4,0.938,3.4,0.766,1.7,0.38,0.5,0.125,0.2,0.038,0.3,0.06,25.0,3.9370100498199463,22.0,24.0,8.0,16.0,0.8799999952316284,68.0,101.0,0.5952380952380952,0.5238095238095238,0.5714285714285714,0.19047619047619047,0.38095238095238093,0.19047619047619047,0.38095238095238093,8.0,16.0,33.333333333333336,45.833333333333336,0.0,4.0,0.0,0.0,32.0,31.2,0.2,0.5,0.348,0.0,0.0,0.0,0.4,0.348,4.0,0.629921019077301,4.0,4.0,2.0,2.0,1.0,0.0,0.0,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,2.0,2.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,92.0,53.0,38.0,15.0,1.483870029449463,323.0,14.0,62.0,9.763779640197754,1.4761904761904763,2.1904761904761907,1.2619047619047619,0.9047619047619048,0.3571428571428571,0.9047619047619048,0.3571428571428571,38.0,15.0,71.69811320754717,78.30188679245283,9.67741935483871,6.451612903225806,8.064516129032258,1.6129032258064515,69.35483870967742,31.2,44.9,41.9,3.0,0.3,0.9,6.3,7.2,4.2,0.066,0.093,31.15,31.15,10945.93,2.07,1.09,0.98,3.98,4.35,3.63,24.0,3.7795300483703613,23.0,22.0,11.0,11.0,0.9583330154418945,156.0,51.0,0.5714285714285714,0.5476190476190477,0.5238095238095238,0.2619047619047619,0.2619047619047619,0.2619047619047619,0.2619047619047619,11.0,11.0,50.0,50.0,4.166666666666667,8.333333333333334,4.166666666666667,4.166666666666667,45.833333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,5.0,3.0,2.0,0.41379299759864807,102.0,189.0,29.0,4.566929817199707,0.6904761904761905,0.2857142857142857,0.11904761904761904,0.07142857142857142,0.047619047619047616,0.07142857142857142,0.047619047619047616,3.0,2.0,60.0,60.0,10.344827586206897,72.41379310344827,0.0,0.0,20.689655172413794,31.2,15.4,61.4,42.3,1.4,1.41,0.49,0.251,4.8,4.8,4.4,0.205,0.808,0.766,31.2,2.1,1.4,0.7,0.682,3.9,0.54,0.3,0.579,6.5,4.9,1.1,3.8,0.223,9.1,0.536,2.1,0.698,6.1,7.0,2.5,4.5,0.361,13.0,0.537,2.4,0.658,6.2,26.0,14.0,1.347830057144165,192.0,23.0,46.0,7.2440900802612305,62.0,40.0,1.0952380952380953,1.4761904761904763,0.9523809523809523,0.6190476190476191,0.33333333333333326,0.6190476190476191,0.33333333333333326,26.0,14.0,65.0,65.0,15.217391304347826,0.0,8.695652173913043,2.1739130434782608,69.56521739130434,148.0,23.307100296020508,164.0,133.0,71.0,62.0,1.108109951019287,124.0,44.0,3.5238095238095237,3.9047619047619047,3.1666666666666665,1.6904761904761905,1.476190476190476,1.6904761904761905,1.476190476190476,71.0,62.0,53.38345864661654,56.390977443609025,7.4324324324324325,4.054054054054054,6.756756756756757,1.3513513513513513,53.37837837837838,31.2,61.4,4.8,1.7,2.5,0.679,0.5,0.6,0.833,3.9,0.808,1.7,0.35,0.4,0.084,0.2,0.039,0.4,0.079,31.2,1.1,0.2,0.5,0.476,0.2,0.2,0.875,0.6,0.587,0.4,0.348,0.1,0.065,0.1,0.087,0.1,0.109,141.0,22.204700469970703,117.0,136.0,49.0,87.0,0.829787015914917,106.0,243.0,3.357142857142857,2.7857142857142856,3.238095238095238,1.1666666666666667,2.071428571428571,1.1666666666666667,2.071428571428571,49.0,87.0,36.029411764705884,43.01470588235294,0.0,3.5460992907801416,0.0,0.0,34.751773049645394,92.0,14.488200187683105,82.0,74.0,36.0,38.0,0.8913040161132812,106.0,65.0,2.1904761904761907,1.9523809523809523,1.7619047619047619,0.8571428571428571,0.9047619047619048,0.8571428571428571,0.9047619047619048,36.0,38.0,48.648648648648646,48.648648648648646,6.521739130434782,15.217391304347826,5.434782608695652,2.1739130434782608,43.47826086956522,31.2,15.4,0.6,0.476,5.9,0.411,0.4,0.348,3.4,0.685,3.9,0.679,1.0,0.465,0.542,31.2,61.4,4.8,0.5,1.0,0.465,0.0,0.0,0.5,1.0,0.205,3.5,0.745,0.5,0.11,0.1,0.02,0.0,0.01
5,25.2,0.7,1.1,4.9,3.2,5.4,0.583,2744.0,Al Jefferson,1610612766.0,CHA,19.0,25.2,33.1,3.1,1.6,2.3,0.705,0.6,0.9,0.706,3.9,1.254,0.2,0.068,0.1,0.017,0.0,0.0,0.5,0.169,2.0,0.7905139923095703,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,25.2,0.2,0.8,0.188,0.0,0.0,0.0,0.3,0.188,1.0,0.39525699615478516,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.0,1.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,11.0,5.0,5.0,0.0,1.8333300352096558,0.0,0.0,6.0,2.371540069580078,0.3157894736842105,0.5789473684210527,0.2631578947368421,0.2631578947368421,0.0,0.2631578947368421,0.0,5.0,0.0,100.0,100.0,16.666666666666668,0.0,16.666666666666668,0.0,100.0,25.2,19.2,22.2,1.6,0.2,0.2,2.8,3.9,2.0,0.082,0.104,25.18,25.18,8820.26,1.67,0.89,0.78,3.97,4.25,3.72,1.0,0.39525699615478516,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.0,1.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.9762799739837646,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,25.2,12.5,33.1,22.3,1.0,1.76,0.34,0.378,2.9,5.4,3.1,0.286,0.814,1.254,25.2,1.2,0.8,0.4,0.652,2.7,0.451,0.4,0.535,6.7,4.9,0.9,4.0,0.183,9.0,0.544,2.3,0.727,4.1,6.1,1.7,4.4,0.276,11.7,0.523,2.7,0.678,4.6,5.0,4.0,1.0909099578857422,119.0,94.0,11.0,4.347829818725586,12.0,9.0,0.5789473684210527,0.631578947368421,0.47368421052631576,0.2631578947368421,0.21052631578947367,0.2631578947368421,0.21052631578947367,5.0,4.0,55.55555555555556,55.55555555555556,18.181818181818183,0.0,9.090909090909092,0.0,54.54545454545455,43.0,16.996000289916992,46.0,41.0,21.0,20.0,1.0697699785232544,110.0,58.0,2.263157894736842,2.4210526315789473,2.1578947368421053,1.105263157894737,1.0526315789473684,1.105263157894737,1.0526315789473684,21.0,20.0,51.21951219512195,51.21951219512195,6.976744186046512,0.0,6.976744186046512,2.3255813953488373,53.48837209302326,25.2,33.1,5.4,1.8,3.5,0.515,0.8,1.2,0.652,4.4,0.814,0.9,0.176,0.3,0.049,0.1,0.01,0.8,0.147,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.533599853515625,14.0,14.0,7.0,7.0,1.0,210.0,124.0,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,7.0,7.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,131.0,51.77870178222656,106.0,115.0,49.0,66.0,0.8091599941253662,73.0,98.0,6.894736842105263,5.578947368421052,6.052631578947368,2.5789473684210527,3.4736842105263155,2.5789473684210527,3.4736842105263155,49.0,66.0,42.608695652173914,42.608695652173914,7.633587786259542,6.870229007633588,7.633587786259542,2.2900763358778624,41.98473282442748,25.2,12.5,0.0,0.0,3.1,0.527,0.3,0.188,3.9,0.705,4.4,0.515,0.8,0.5,0.482,25.2,33.1,2.9,0.4,0.8,0.5,0.0,0.0,0.0,0.8,0.286,2.0,0.679,0.1,0.036,0.1,0.018,0.1,0.018
6,29.2,0.8,0.7,5.4,1.6,3.1,0.522,202329.0,Al-Farouq Aminu,1610612757.0,POR,44.0,29.2,38.2,0.7,0.3,0.4,0.813,0.2,0.2,0.8,0.8,1.097,0.1,0.161,0.0,0.032,0.1,0.097,0.1,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,0.5,1.5,0.348,0.1,0.3,0.357,1.2,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,25.2,23.1,1.5,0.3,0.5,2.8,3.8,2.3,0.06,0.092,29.19,29.19,11101.25,2.1,1.16,0.94,4.31,4.75,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,10.6,38.2,27.3,1.3,2.0,1.26,0.277,0.9,1.0,0.7,0.244,0.762,1.097,29.2,1.2,0.8,0.5,0.623,2.6,0.465,0.3,0.53,9.1,5.4,1.4,4.0,0.263,9.4,0.569,2.5,0.779,6.1,6.6,2.2,4.4,0.329,12.0,0.546,2.9,0.717,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,38.2,1.0,0.3,0.4,0.75,0.2,0.3,0.727,0.7,0.762,0.3,0.262,0.0,0.024,0.1,0.143,0.1,0.143,29.2,3.3,0.5,1.7,0.324,0.6,0.8,0.771,1.7,0.514,1.0,0.308,0.2,0.055,0.3,0.075,0.5,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,10.6,1.7,0.324,4.4,0.372,1.2,0.348,0.8,0.813,0.7,0.75,0.2,0.333,0.487,29.2,38.2,0.9,0.1,0.3,0.333,0.0,0.0,0.0,0.2,0.244,0.6,0.61,0.1,0.098,0.1,0.073,0.0,0.0
